width,length,x,Vmax
404,948,88.00476,15489408.03882
960,533,109.98790,25478200.24008
818,333,73.08758,9173482.95990
384,377,63.40842,4079881.35251
440, 50,12.12433,129804.94548
401,648,80.42613,9408846.15761
989, 38,9.40691,175101.79071
739,560,105.20935,19440808.63161
 66,495,15.91279,251879.05217
297,941,67.46750,8813611.75015
519, 60,14.54101,220256.66718
 14,291,3.45661,6959.05642
222,953,51.88814,5209485.57551
 81,785,19.70033,611034.11226
732,752,123.63288,30248263.75854
226,159,30.65716,493194.99634
 25, 37,4.88166,2025.87219
323,432,60.97924,3800910.32898
713,761,122.63800,29582308.16748
181,275,35.65016,796630.97856
647,597,103.41564,17760608.84590
729,698,118.83241,26877380.03797
793,436,90.18436,14123566.84364
809,824,136.06602,40313671.13945
 92,235,20.31507,202840.94590
506,934,105.03201,22501921.66925
193,124,24.60119,264603.50485
686, 70,17.03047,399025.22334
273,284,46.38924,1598676.79716
923,357,78.97602,12026565.91944
 46,436,11.18034,109323.06673
157,153,25.82638,275739.27208
158,794,37.33735,2237925.95064
759,433,88.75206,13185875.94375
911,668,126.98889,34543746.19827
462,903,97.15133,18431199.88168
686,319,68.40354,6844394.03197
438,187,40.72204,1532638.64880
829,409,86.67387,13391627.48417
167, 36,8.46168,24225.43474
886,711,130.70738,36703195.00265
157, 25,5.98064,11310.10349
674,263,58.10434,4757520.84749
411,684,83.10545,10533543.30117
835, 26,6.44852,69463.34266
968,607,121.28524,32063928.05272
809,879,140.30419,44362096.79896
924,594,117.82964,29063919.00245
785,310,68.36364,7679149.41548
663,539,98.58010,15698149.86129
605,675,106.18910,19287700.06140
900,683,128.24921,35198565.18826
 67,464,16.10104,241928.90527
542,495,86.15066,10277883.66915
154, 79,16.60226,91841.82607
134, 83,16.64179,83329.76669
957,934,157.54829,62590189.42552
910,915,152.08154,56280444.16043
319,516,63.99761,4742912.00441
286,642,61.81838,5202828.67028
518,977,108.06309,24820782.75955
170, 23,5.54173,10494.56975
695,277,60.99946,5417715.00019
292,762,64.68557,6655091.44479
360,853,78.54876,11091111.54240
 30,496,7.38298,54125.64977
415,992,90.68203,17174604.26385
456,974,97.65355,19823642.36078
285,334,51.10049,2165262.34430
448,281,56.14245,3179919.97085
303,769,66.84291,7190138.05184
280, 41,9.84672,54612.24613
 61,200,13.90930,79466.88964
 29,412,7.11770,41801.07920
908,611,119.52142,29739726.74208
416,777,86.58931,12695788.77454
194, 18,4.39031,7496.92781
746,319,69.44858,7593573.41167
990,120,29.03518,1675738.32709
422,418,69.99744,5487720.00473
573,334,68.08305,5883774.90508
410,831,86.88521,13489542.92649
428,101,23.58297,483494.36342
 69,827,16.87496,471859.80468
840,108,26.07568,1147337.09263
593,331,68.21475,6059867.58054
472,370,68.63859,5346784.07706
592,926,117.62512,28985747.97662
853, 48,11.82631,238802.00558
574,344,69.60720,6197674.03810
787,526,103.11290,19149777.73885
 67,372,15.92693,190403.64273
313, 66,15.53733,152985.80830
486,777,97.17844,16512935.37735
887,965,153.92316,58582072.93905
963,260,60.01729,7081200.52144
409,112,25.81924,556943.84486
571,117,27.59647,879789.75597
876, 43,10.61474,197527.55992
672,578,103.28666,17855359.76818
101,701,24.27416,830714.83635
711,921,132.66309,38766364.53886
762,386,81.34483,10886557.21514
801,797,133.16532,37783348.74323
852,227,52.46358,4784537.01566
801,888,140.19085,44347581.85113
599,744,109.97646,21845560.74957
302,492,60.70836,4062672.91465
884,590,115.70974,27076387.20287
633,372,75.66713,8042441.85223
989,862,153.16453,58101494.52639
475,240,50.60487,2625302.08500
991,323,73.10069,10918262.78504
991,778,144.24487,49603788.48357
693,848,126.48232,33117700.48350
822,614,115.95801,26144082.59699
105,625,25.05376,790628.36806
508,784,100.53291,17987592.00249
110,404,25.37181,531100.34233
578,367,73.06595,6969460.42815
 68,728,16.58421,401372.40643
291,643,62.71836,5374303.29387
578,955,116.64357,29019019.40048
867, 87,21.17665,779676.68645
541,205,45.48715,2334150.15219
814,896,142.00924,46059120.14917
949,700,132.79442,39424197.93939
918,720,133.54024,39369553.22202
545,127,29.68288,974949.11638
763,539,103.78512,19105382.62420
807,879,140.11609,44194242.82673
729,  3,0.74912,818.43835
469,883,97.80078,18380058.64916
388,488,71.58656,6043544.22098
995,956,162.48584,68700125.38740
578,987,117.67764,30307534.28419
875,963,152.64083,57196686.63089
 52,805,12.78314,263375.28654
347,597,70.78535,6622572.74638
226,255,39.86505,1022008.75572
645,  8,1.99364,5128.04990
882,628,120.60128,29892089.66695
467,138,31.57377,954454.54756
278,900,63.30400,7411971.73478
823,125,29.97224,1487851.17584
980,174,41.39581,3387540.12655
 46,342,11.08679,84484.87216
744,949,138.01379,43465032.33295
249,939,57.57288,6348928.97485
 53, 51,8.66035,10406.74291
736,709,120.35352,27915060.96544
170,527,38.52076,1611225.40800
595,339,69.50759,6338400.06187
432,525,78.62803,7944215.95515
265,204,38.10354,919301.19114
697,494,95.01518,14642160.29066
618,200,45.30145,2613699.47075
497,381,71.27522,6024063.39330
211,743,48.47123,3571735.08888
890,915,150.37331,54427751.93435
568,440,81.99210,9143328.06199
764,731,124.49221,30904635.08839
447,309,59.92598,3708184.31938
 53,276,12.55189,87851.38290
476,259,53.70604,3000743.14397
469,517,81.87494,8828545.42967
598,901,117.48196,28406565.51146
634,336,70.10174,6777691.40784
688,164,38.26303,2046614.27786
464,375,68.74615,5331132.82392
136, 81,16.41688,81577.60888
880,725,131.89171,37484851.04535
817,129,30.87529,1568158.61740
884,297,66.97038,8190751.35803
 32, 67,6.82479,6681.48725
135,679,31.90386,1397291.47574
335,469,64.26400,4517626.48096
571,309,64.15675,5131736.39066
701, 92,22.19522,693842.38074
868,636,120.93694,29843930.17122
914,420,90.26465,15854511.15722
678, 62,15.12919,311061.71939
777, 23,5.70672,50621.54315
214,381,44.03452,1624392.79923
204,487,44.56648,2036768.76560
693,104,24.95043,868053.16488
 75,438,17.87770,282216.09268
737,979,138.79569,44724574.63949
 70,435,16.73853,245467.16539
244,512,52.07193,2970244.61408
573, 86,20.63195,490788.68666
471,496,80.50242,8359925.00643
505,561,88.46622,11146753.21104
236,505,50.55749,2754272.91198
764,965,141.19143,46418110.71888
342,836,75.00402,9878400.02471
 46,691,11.30208,176738.33444
193,279,37.42081,902703.07693
766,143,33.92403,1779908.11809
121,106,18.79248,107245.73855
368,839,79.76354,11298641.33361
699,909,130.61450,37039053.65509
263,666,57.99901,4689300.00084
197,358,40.73989,1301381.87287
237, 33,7.94226,30057.46372
817,880,141.12452,45110156.41430
244,501,51.84525,2890180.71959
610,241,53.14350,3606141.97148
848,973,150.68113,55321452.23959
237,106,22.89490,263584.50509
794,502,100.06744,17938806.34892
127,196,25.13280,281056.12497
946,203,47.73245,4365723.33856
695,743,119.63312,27463993.57393
551,714,102.82306,18051820.50411
161, 54,12.17844,49329.11713
135,131,22.15856,174180.75568
810,891,141.26859,45338955.28272
432,249,50.90387,2474016.90843
111,161,21.54495,172516.59120
937,180,42.62903,3439978.72451
966,453,96.98020,19394956.65049
308,965,69.87687,9702025.84247
161,125,23.27294,208976.97378
441, 62,14.91633,197285.76156
317,109,24.50689,393960.02863
779,723,124.90585,31277138.30932
356, 63,14.99065,161370.05467
467,288,57.81823,3501602.88507
472, 24,5.92161,33125.63284
401,130,29.43978,716321.55030
523,645,95.75314,14394600.20013
139,462,31.74235,955254.35816
269,140,29.32871,501808.60112
236,452,49.40460,2393876.59402
443,948,94.90372,18218545.19983
154,390,33.96155,941528.99386
368,742,77.90024,9690108.75615
754,202,46.66212,3350314.10068
971,143,34.33573,2302854.93706
804,  8,1.99491,6400.03999
893,837,143.94017,47828886.18404
540,914,109.68542,24428957.30608
400,562,76.82603,7728366.25494
328,995,74.13194,11282070.62580
 88,973,21.47980,899775.75438
941,897,153.03498,57418607.26117
881,394,85.10256,13537456.11477
550,225,49.34466,2812910.05221
620,698,109.25771,21032728.14372
 22,921,5.46668,55057.01097
248,472,51.84313,2755604.06299
443,123,28.31778,726092.22390
904,322,72.06541,9740166.81219
558,727,104.34005,18891752.65403
 83,671,20.06812,542665.90208
800,750,128.96511,34399657.87868
899,587,115.89899,27467076.09730
925,277,63.28813,7601023.71591
137, 56,12.28232,43411.19702
674,120,28.54443,1107825.97245
958,718,135.43475,41610566.83159
 92,263,20.63892,232109.97678
383,658,78.10027,8888423.54416
677,979,131.27920,38979840.55266
628,824,117.73674,27198631.19579
264,172,33.98243,693056.13786
631,747,113.61903,23844099.77432
190,251,35.70967,760430.03739
611,339,69.96637,6561031.18874
556,547,91.90735,12423321.43783
819,383,82.03828,11762492.09194
779,664,119.10969,27425471.56357
768,177,41.40402,2672197.79980
244,375,48.22682,1982050.03456
468,692,91.40295,13273458.98754
643, 17,4.22142,22922.34077
107,831,25.83281,1114013.70397
239,863,55.03780,5342537.21669
180,585,41.00563,2021054.03466
397,876,85.54234,13622717.73730
444, 53,12.83057,146742.04260
452,762,91.71325,14251276.96904
 84,389,19.74255,307166.84951
828,589,113.14748,24693470.16709
 51,793,12.53827,249602.26354
  9,276,2.23107,2749.12622
 62,297,14.60553,128244.08235
941,513,106.32701,23259648.76702
403,378,64.98318,4400760.21606
961, 74,18.12996,632731.33618
800,182,42.61515,2947606.80201
448,228,47.99980,2230271.99997
271,488,55.91948,3347909.46362
935,867,149.84617,54006792.67183
 96,448,22.57504,462447.12545
983,992,164.57813,71327541.08199
758,927,138.31356,43302084.36649
865,150,35.73171,2226859.09230
193,942,45.52283,3949491.90505
 65,559,15.74974,278322.18749
399, 78,18.45268,274578.62557
 30,705,7.41840,77634.16901
796, 58,14.22608,322638.68516
754,214,49.16321,3728739.92243
443,894,93.79373,16922885.78701
109,310,24.43634,383672.18690
897,742,134.76308,39952533.10058
 19,963,4.72626,43027.75522
265,222,40.11117,1050806.12896
376,522,71.92262,6314117.56036
363,143,31.54709,756001.41994
315, 45,10.81895,74148.26580
889,454,95.50737,17531317.08586
800,139,33.10791,1768223.27898
315,347,54.97342,2672175.46111
992,776,144.07073,49471497.06335
866, 98,23.76718,981688.92755
209,372,43.00286,1512654.00615
615,395,78.37564,8556830.64908
 66,471,15.88088,238828.49323
975,476,101.09106,21392016.03615
810,820,135.82557,40096113.52177
 19,994,4.72701,44426.59660
989,771,143.32927,48756760.39889
685,172,39.95937,2226402.02565
289,241,43.62628,1353206.60284
244,757,55.29386,4768505.77652
613,813,115.37717,25678444.09354
220,921,51.32004,4928912.88309
362,931,80.01897,12459360.59103
781,814,132.83125,37535305.37664
143,561,33.17939,1257827.57472
453,613,85.88039,10657221.71338
111,832,26.76196,1197430.54014
897,779,138.63193,43106769.43463
173,589,39.60658,1893641.95150
224,858,51.86491,4704988.08364
614,869,118.21880,28234406.18447
283,667,61.69283,5353003.20940
260,585,56.22214,3920274.21672
289,522,59.67790,4076373.74747
312,433,59.67336,3605842.33302
305,433,58.78467,3475430.62443
575,646,101.23510,16726879.95521
808, 80,19.48012,614816.10323
176,230,32.94678,595321.16281
752,785,127.99470,33585152.04160
837,858,141.21739,45074960.23013
177,857,41.72685,3019454.77025
602,691,106.98683,19803132.22194
297,508,60.49360,4120776.03419
637,653,107.47508,19869870.79372
705,239,53.83187,4223213.03925
827, 18,4.47516,33130.00252
909,998,158.39823,63899611.78147
177,303,36.05940,873181.88007
 58,890,14.25593,362153.12489
841,598,114.89247,25857537.29876
956,301,68.39505,9200664.61609
565,414,78.72209,8231246.09326
480,533,84.07061,9565925.09373
952,454,96.87496,19116785.74218
593,669,104.59599,18458891.72322
 87,430,20.53725,366828.10456
648,477,90.55530,12509999.57476
446,296,58.15226,3445218.28823
214,355,43.23339,1480609.85306
707,819,126.14316,32506141.58333
882,937,151.37552,55613557.18033
795, 42,10.35754,170698.39686
191,591,43.26983,2280151.22951
921,943,155.30080,59948433.88943
 79,319,18.37446,219123.02344
871,729,131.76713,37257747.66744
428,273,54.27893,2851258.57474
632,630,105.16615,18610234.90759
938, 34,8.42149,133095.83370
673,604,105.95153,19155474.99797
888,192,45.12218,3662844.20729
928,446,95.02105,17948160.71893
155,392,34.17497,958413.01268
890,752,135.39109,40343654.14516
819,129,30.87889,1572311.32901
837, 88,21.39097,768213.90326
789,289,64.43478,6811205.85995
323,673,68.83463,6829306.81718
917,503,104.10139,21752136.38749
818,633,118.00326,27264372.01681
218, 29,6.99230,21420.02189
247,168,32.75165,609272.81420
317,964,71.66697,10214108.51877
961,177,42.02277,3425562.92568
959,939,158.14025,63293099.39117
219,950,51.22779,5060105.53104
261,864,59.57707,6294514.14391
257,354,49.02658,1994496.45588
168,752,39.38977,2365948.07608
434, 61,14.67589,187945.25737
176,654,40.63924,2204640.28103
703,101,24.27713,833261.28980
913,337,75.05648,10701080.11962
128,322,28.19873,536278.27252
680,607,106.73354,19595857.65760
437,673,86.42714,11418006.25563
953,631,124.05676,33481865.42944
482,438,76.40390,7173030.99129
902, 97,23.56257,1004631.73538
299,187,37.39256,940806.00269
520,757,101.05355,17825493.86349
151,906,36.04451,2371899.34457
279,574,59.30602,4331637.32589
932,730,135.46428,41110566.65543
231,681,52.02613,3810508.82693
 75,938,18.36002,633438.33063
474,354,66.85911,5011616.89022
142,546,32.88971,1203851.89667
857,466,96.64481,17492779.22199
 33,769,8.15948,102446.37183
791,527,103.41097,19342091.02730
302,293,49.56606,1949411.61899
 49,539,11.95868,154501.74994
488,412,74.20185,6642277.15570
208,133,26.42412,328602.07582
934,405,87.95984,15275218.60454
765,357,76.49988,9550871.99998
351,451,65.29230,4611235.29422
391,470,70.84940,5798731.71163
  3,372,0.74827,416.81418
170,340,35.92496,945507.29080
989,204,48.09608,4629328.73061
501,952,104.69405,22671964.20855
210,886,49.01736,4324544.48878
591,344,70.14755,6440302.44392
 82,237,18.42159,166502.53710
940,570,114.96942,27761001.52426
155,482,35.13461,1225715.49570
508,929,105.21445,22497584.21292
316,562,65.00599,5222880.03686
580,687,104.45966,18531823.07179
771,462,93.48761,15016100.20254
854,369,80.19049,11603733.92334
613,352,72.02988,7023744.96069
957,995,162.57415,68809010.76160
794,517,102.16381,18836377.52903
177,328,36.77412,968022.90086
628,180,41.31177,2193937.10682
496,429,76.47891,7242102.40793
 59,436,14.21670,177110.58570
640,584,101.68012,16899485.41138
819, 32,7.92023,102794.19970
209, 85,18.65845,152745.20717
218,683,49.45808,3440054.11082
885,831,142.78766,46683142.38608
 38,922,9.40000,163009.53600
949,764,140.27394,45331570.94357
436,977,94.21090,18393243.51690
351,929,77.91588,11757341.47067
130,964,31.32957,1901613.06155
483,748,95.68431,15532546.71064
931,412,89.15946,15682019.15590
756, 63,15.40799,359612.27115
625,279,60.28293,4817786.99881
703,505,96.68844,15355124.67621
  2,167,0.49802,83.00068
445,972,95.70415,18944787.34223
239,835,54.86053,5143903.92480
766,741,125.53140,31669926.49630
 62,449,14.92741,201124.41769
788,311,68.59041,7759280.26766
628,840,118.56431,27939106.77995
417,388,66.95268,4816095.79111
 52,348,12.47746,109012.82338
702,533,100.06526,16716605.42551
571,149,34.50082,1385520.00095
724,125,29.78335,1294862.81432
910,895,150.40100,54442790.65812
255,454,52.47126,2748375.64233
501,709,96.45868,15336554.14233
264,549,56.23919,3719798.54527
822,589,112.86831,24447349.39946
847,860,142.23754,46048992.44891
928,550,111.62326,25704677.10591
577,883,113.89782,26059846.18274
284,812,63.71372,6829172.80495
291,195,38.19491,972249.60373
567,663,101.56753,16995165.68238
204,233,36.17654,765085.78671
743,571,106.72084,20207375.82381
101, 79,14.66672,52205.18520
 37,913,9.15429,153087.67778
516,100,23.67002,584166.97466
298,211,40.59662,1142509.98902
362,739,76.82710,9369398.19607
458,400,71.01140,5788488.11572
453,509,79.76005,8180615.53832
559,617,97.64295,14976804.17497
362,829,78.52455,10814160.87522
 89,348,20.64406,302101.05376
 59,443,14.22566,180152.54863
348,661,72.71483,7594282.96843
499,685,95.07930,14530732.74323
901,345,76.43512,10986630.60881
952,845,148.95563,53302965.54338
294,400,55.84356,2935313.50424
671,521,97.00111,15129963.00183
368,509,70.30240,5889323.45399
259, 66,15.31369,123706.09966
 95,539,22.61014,555762.12959
564,587,95.85910,14106262.80968
156,243,30.95741,527434.76020
109,582,25.85325,785483.02381
162,601,37.40093,1716085.53723
862,164,38.86235,2629565.99209
600,977,120.59626,31839007.84680
 16,347,3.95259,10849.50987
745,885,134.33840,39437594.96975
791,453,92.76071,15022833.59841
661,115,27.38946,999914.90867
848,397,85.01895,13082010.53335
417,830,88.03258,13870033.53628
412,147,32.89185,924866.42152
712,278,61.41256,5614651.97578
 80,163,16.97109,100878.22677
 31,148,7.30068,15970.64834
830,328,72.32540,9088281.57017
856,721,129.97983,35718280.64236
712,276,61.03686,5542461.70115
856,581,113.34292,25272628.29022
 40,218,9.49837,39700.50056
602,577,98.18363,15159267.86317
591,804,112.25327,23840412.70395
997,186,44.12674,3919637.54514
166, 72,15.63605,85797.89024
329,617,68.54473,6312962.15361
178,292,35.85035,839531.35667
421,789,87.69860,13216404.03425
631,911,122.29436,31491878.25765
549,943,111.94474,26171604.99337
351,904,77.60406,11377327.13124
583,  8,1.99296,4632.05525
639,885,122.12970,30889816.66924
509,254,53.69862,3161563.87325
143,778,33.95458,1810502.94592
186,392,39.72824,1322930.00243
263,388,51.32825,2348420.16431
772,451,91.87923,14443651.54884
785,678,120.94224,28646512.90085
711,239,53.88852,4265637.53778
228,578,50.28888,3059284.34928
273,350,50.74014,2162850.87135
400,363,63.35924,4091193.11483
960,516,107.30600,24106400.04976
903,175,41.42273,3130769.87993
 76,782,18.51563,537517.86965
185,951,43.77961,3683368.72796
761,655,117.01215,25958439.21445
285, 70,16.29219,153868.11692
683,375,77.59266,9002410.20554
470,167,37.38765,1362760.37812
587,238,52.27026,3365618.86348
777,215,49.51500,3893076.31726
509,610,92.11722,12737415.60520
860,598,115.75080,26662462.68872
440,138,31.37075,890675.47369
213,358,43.18378,1485413.15102
784,131,31.26631,1544461.32927
584,221,49.04683,2929124.25479
469,629,88.63047,11680603.32458
915,143,34.24280,2159950.64871
755,966,140.21858,45619084.16492
381,817,81.65373,11619651.52934
647,202,45.94316,2808303.68599
191,659,43.78722,2587825.07600
269,902,61.48713,6994641.26198
951,904,154.43447,59017462.95266
655,785,118.54174,27144086.55240
470,272,55.54812,3207846.40782
364, 36,8.76615,56089.87366
558,718,103.85427,18564027.67167
974,483,102.24687,21912762.95306
381,106,24.39913,463644.89625
763,770,127.74590,33356642.83696
938,314,70.83536,9720796.76665
387,129,29.11612,677420.24639
911,370,81.23848,12619242.39448
255,785,57.73394,5393576.04040
907,906,151.08318,55178432.57176
471,405,72.38087,6145112.49323
750,421,86.64223,12377830.39974
678,596,105.50885,18968372.60314
677,695,114.30371,23903988.78799
602,108,25.67912,800914.25032
331,988,74.66314,11376047.42806
265,  1,0.24947,33.06248
302,849,67.60148,8048580.38772
396,792,83.68454,11950984.29533
 26,762,6.44350,63295.26579
382,758,80.59086,10620939.37076
384,970,84.65082,14552206.04988
579,782,109.69288,22193512.38115
819,142,33.82631,1889561.66530
978,232,54.14897,5825559.34505
817, 59,14.47392,342781.06519
452,504,79.31373,8036290.73328
 21,393,5.17778,21089.28322
304,928,68.75929,9048754.83172
904,321,71.87134,9685466.23108
375,420,65.93217,4618947.65287
512,276,57.35719,3675245.54958
 19,808,4.72165,36033.58745
801,289,64.56819,6935046.55602
883,938,151.54241,55797453.29319
 90,434,21.21120,395171.49495
270,543,57.12414,3814682.53949
 31,690,7.66087,81035.00648
826, 80,19.49198,629206.59900
818,786,133.58679,38176873.61982
958,327,73.58969,10729543.60018
382,580,75.22476,7482051.70555
 30,109,6.91180,10641.48688
809,723,127.06453,33057471.42980
689,803,123.24915,30350466.56333
985,142,34.12727,2307201.92428
 42,548,10.29090,116249.59269
154,351,33.37736,827727.12132
960,383,84.32926,14303701.73024
830,680,123.98424,31176576.37595
337,742,72.58493,8310249.31164
149, 68,14.63249,67864.58718
662,929,127.09584,34975815.25140
 67, 33,6.99433,7049.00194
339, 32,7.80198,41369.33116
635,410,81.22464,9501680.39685
807,255,57.91904,5570851.33978
663,206,46.87814,2995233.41099
619,396,78.66591,8667842.96335
702,388,80.15409,9886108.98513
422,933,90.96221,16401842.29952
441,213,45.33466,1942870.81657
335,332,55.58141,2747476.44862
938,118,28.51319,1531618.81200
  1,631,0.24978,78.81249
507,765,99.64887,17345665.93986
986,500,105.34495,23629403.49344
390,959,85.61210,14754927.03210
448,956,95.92263,18776073.89186
200,764,46.29678,3338617.08121
990,298,68.04879,9407668.20273
608,974,121.64272,32418057.26676
631, 19,4.71358,28046.82548
724,170,39.70975,2318510.29965
 21,784,5.21427,42641.15160
644,834,120.15038,28797154.30384
353,377,60.73457,3593256.35676
302,346,53.62759,2493378.16924
565,198,44.40866,2308846.25324
558,728,104.39334,18928204.47257
760,259,58.29835,5341455.33115
575, 92,22.00546,560736.03362
847,644,120.84183,29428448.26130
268,513,56.09652,3503144.31370
571,155,35.76146,1491070.07533
606,554,96.37559,14387492.46153
200,788,46.42199,3457981.10899
214,559,47.41331,2622767.31321
666,288,62.57892,5511444.73188
858,809,138.73665,42809335.60578
 93,615,22.30373,615644.14515
973,475,100.87971,21258807.34354
 41,621,10.07507,126216.80421
 93,459,21.95162,447371.95220
307,909,69.18051,8990683.27431
204,302,39.85708,1101130.84546
312, 63,14.87358,139599.08665
806,889,140.74278,44847700.39891
 71,313,16.62797,175569.35750
128,398,29.01399,690200.14202
104,906,25.21053,1155676.22569
913,788,140.60630,45019591.41404
447,903,94.66092,17408074.56839
123,163,23.14347,207213.11400
693, 86,20.79105,601581.03011
 89,774,21.57315,722966.87366
790,348,75.37113,9504189.23031
427,312,59.38537,3536928.01524
956,886,153.16776,57681052.02105
286,979,65.51339,8609320.31665
731,329,70.98056,7820153.47334
121,794,29.00867,1344672.11402
301,385,55.89487,2889439.71284
306,472,60.54742,3928569.38022
953,258,59.54061,6897599.82827
133,866,31.87419,1770841.52425
377, 63,15.03622,171765.92909
900, 70,17.14630,530029.17612
351,105,23.99254,414504.03241
361,241,47.26055,1844746.38667
513,197,43.62688,2038424.48033
762,460,92.89602,14677646.33586
718,715,119.41578,27246488.13744
673, 82,19.83701,531753.72205
486,603,89.19195,11650140.90126
127,779,30.34923,1445366.85213
567, 39,9.57639,104126.42800
976,353,78.84094,12601333.24940
358,409,63.49397,4136517.02620
597,738,109.40369,21481941.55560
981,289,66.14329,8797373.91008
308,576,64.12794,5160976.39237
  7,519,1.74391,3157.47386
610,837,116.21113,26528106.94110
320, 24,5.88300,22184.40917
825, 63,15.43765,393830.16317
911,958,155.60225,60365119.59415
925,491,102.40319,21106814.99324
626,807,116.59223,26280315.51011
697,718,117.87761,26219857.15886
535,445,80.63980,8550407.44855
326, 33,8.03030,42160.58046
541,870,108.35623,22955593.39749
898,277,63.08588,7344047.77731
583,826,112.28993,24205339.79414
146,554,33.77636,1288921.63669
449,597,84.58710,10126488.19929
469,811,95.79800,16460505.45300
507,322,64.10214,4705673.30875
758,945,139.37266,44502481.06348
308,185,37.41118,961129.20660
394,318,58.32759,3257125.94799
146,823,34.73601,2003085.85588
736,475,94.11431,14783960.93333
893,569,113.16614,25852296.29657
 81,880,19.76230,688895.07111
756,770,127.15051,32897098.63406
 70, 32,6.88271,7057.62683
571,907,113.96244,26550260.22915
774,704,122.75285,29744442.45039
 12,518,2.98227,9216.31636
628, 73,17.68839,394387.30883
756,852,133.28540,38189751.84847
654,870,123.22911,31314898.49084
135,943,32.45462,1997453.62362
603,956,120.28267,31189093.98540
703,352,74.36386,8378441.51478
477,859,98.42811,18257967.68240
327,535,65.81176,5186643.02079
637,593,102.30332,17180687.58257
855, 19,4.72323,38154.39159
596,195,44.11188,2391677.21622
122,978,29.48881,1707961.72764
693,378,78.33626,9298828.15931
886,744,134.29562,39418656.25822
 61,475,14.72846,206990.84611
772,  4,0.99860,1540.00258
150,661,35.12891,1654819.99609
126,433,28.87395,739512.21146
912,801,141.85365,46104028.86551
538,367,71.48041,6326320.35945
931,670,128.19993,35769666.59199
728,923,134.73381,40375109.24913
692,474,92.19877,13553488.51349
897,983,156.17560,61235518.22730
781,746,127.14966,32929102.28857
236,882,54.52235,5350320.29665
828,559,109.23614,22673171.71431
439,781,90.31614,14009445.76613
156,314,33.01074,736560.06614
708,899,131.10835,37217381.30106
482,473,79.57257,8063054.05408
535,  0,0.00000,-0.00000
277,400,53.68899,2664860.43465
698, 98,23.57892,780231.67925
134,612,31.46351,1227839.97218
271,557,57.59410,3964748.57579
737,948,137.15179,42752533.78456
333,320,54.38409,2575896.73648
265,471,54.50592,3077724.03053
621,285,61.26553,4961633.07690
917,779,139.93655,44500826.87528
859,765,134.65483,39360119.18804
363,770,77.63282,9913823.59189
809,581,111.24912,23391452.81336
421,363,64.79897,4407226.84852
 77,568,18.55278,392942.98957
 36,924,8.91054,146786.48057
275,364,51.72218,2311970.56240
201,963,47.35153,4370418.73605
814,272,61.37409,6332001.21185
771,856,135.02929,39634111.41012
109,612,25.92733,829925.94889
939,469,99.13357,19880318.06742
457,808,93.87442,15677342.08623
585,529,92.48197,12728000.35774
742,395,82.32673,10948613.53546
353, 17,4.19737,12446.95596
626,910,121.59628,31038526.48513
327,332,54.91169,2649575.10969
550,792,106.50523,20780599.53999
213, 45,10.59204,48387.32617
550,259,55.40273,3605954.98397
376,665,77.24197,8735101.75957
243,920,56.20562,5927557.92594
586,114,26.97756,861840.53525
483,299,59.96250,3898621.17542
503,498,83.41339,9286543.47964
877,342,75.56487,10469289.46339
383,712,79.63305,9847845.90283
116,240,24.68552,313540.89456
 62,869,15.21351,402796.66259
544,266,56.47383,3725780.13711
569, 16,3.97135,17952.91254
554, 74,17.84038,354338.47989
857,941,149.34350,53556326.11563
867,800,138.58038,42736955.82160
915,278,63.41834,7555748.80831
773,543,104.75198,19685379.44349
721,168,39.26586,2257022.52091
246,  1,0.24943,30.68748
437,469,75.35868,6866592.07259
858,359,78.44328,11115761.78495
837,920,145.92729,49969969.29698
883,412,88.28836,14683103.45177
606,674,106.21594,19295028.04337
969,876,153.16506,57820280.52284
413,525,76.51237,7399080.15030
368,727,77.56379,9442295.14408
770,555,106.13858,20287790.48452
368,642,75.33797,8044327.72917
985,629,125.01872,34820625.61127
524,780,102.55614,18801066.85937
173, 19,4.61187,7384.15407
324,273,49.20809,1937976.23405
245,566,53.22632,3388870.48144
737,573,106.62962,20090182.56907
680,950,130.35329,37674211.94088
 66,711,16.09905,369389.38494
567,960,115.17924,28291203.78647
 26, 65,5.72100,4460.64862
355,697,74.72409,8410216.74003
222,721,50.56982,3788516.25936
803,948,144.42330,48945917.38294
552,216,47.70040,2626646.29228
687,509,96.40834,15064046.34456
388,708,80.31855,9995644.85640
157,385,34.44905,959377.72481
702,170,39.61293,2239389.72013
743,395,82.35224,10967578.05863
902, 56,13.77583,342695.86339
434,455,74.02118,6497348.40563
690,160,37.40992,1960322.62207
345,418,62.71601,4028786.19526
532,698,99.73672,16533687.40631
790,167,39.30803,2471489.06354
883,391,84.60555,13393943.11291
794,771,130.37433,35473839.68020
221,287,41.27442,1168334.38068
426,365,65.33105,4521487.70715
546,849,108.29543,22560250.27774
634,709,111.39422,22271694.05924
375,335,58.88543,3290380.32298
589,764,109.95517,22080962.77307
402,455,71.00794,5777980.05682
814,721,127.21418,33213110.90669
542,997,112.41284,27531463.10513
952,590,118.28317,29908885.65431
956,506,105.60097,23186279.42586
801,707,124.93626,31475881.14160
835,643,120.08733,28774211.58330
357,148,32.38777,787677.78506
538,126,29.43775,946747.25697
848,254,58.03173,5858929.52796
693,785,122.45280,29635203.29701
141,593,32.90336,1304334.98915
631,954,124.09685,33529367.79970
231,475,49.09758,2456916.86809
190,716,43.92825,2818470.59041
935,115,27.81098,1452171.02414
